Date,Price,Open,High,Low,Volume,Change%
2021-11-02,1.2409,1.2370,1.2426,1.2365,NULL,0.34%
2021-11-01,1.2367,1.2394,1.2405,1.2351,NULL,-0.16%
2021-10-29,1.2387,1.2346,1.2409,1.2328,NULL,0.36%
2021-10-28,1.2342,1.2355,1.2384,1.2330,NULL,-0.11%
2021-10-27,1.2356,1.2389,1.2433,1.2302,NULL,-0.26%
2021-10-26,1.2388,1.2380,1.2397,1.2350,NULL,0.06%
2021-10-25,1.2381,1.2369,1.2401,1.2338,NULL,0.11%
2021-10-22,1.2367,1.2363,1.2391,1.2321,NULL,0.02%
2021-10-21,1.2364,1.2322,1.2385,1.2288,NULL,0.37%
2021-10-20,1.2319,1.2363,1.2370,1.2306,NULL,-0.35%
2021-10-19,1.2362,1.2378,1.2384,1.2311,NULL,-0.10%
2021-10-18,1.2374,1.2371,1.2411,1.2346,NULL,0.06%
2021-10-15,1.2366,1.2370,1.2399,1.2336,NULL,-0.01%
2021-10-14,1.2367,1.2443,1.2451,1.2354,NULL,-0.59%
2021-10-13,1.2441,1.2465,1.2479,1.2430,NULL,-0.19%
2021-10-12,1.2465,1.2483,1.2500,1.2432,NULL,-0.14%
2021-10-11,1.2482,1.2476,1.2493,1.2445,NULL,0.10%
2021-10-08,1.2469,1.2549,1.2563,1.2449,NULL,-0.61%
2021-10-07,1.2546,1.2588,1.2601,1.2538,NULL,-0.33%
2021-10-06,1.2587,1.2582,1.2649,1.2574,NULL,0.05%
2021-10-05,1.2581,1.2591,1.2631,1.2543,NULL,-0.05%
2021-10-04,1.2587,1.2651,1.2656,1.2555,NULL,-0.47%
2021-10-01,1.2647,1.2679,1.2740,1.2626,NULL,-0.24%
2021-09-30,1.2678,1.2756,1.2764,1.2628,NULL,-0.60%
2021-09-29,1.2754,1.2687,1.2776,1.2666,NULL,0.54%
2021-09-28,1.2685,1.2628,1.2708,1.2591,NULL,0.46%
2021-09-27,1.2627,1.2655,1.2674,1.2608,NULL,-0.20%
2021-09-24,1.2652,1.2653,1.2732,1.2638,NULL,-0.02%
2021-09-23,1.2655,1.2772,1.2797,1.2630,NULL,-0.90%
2021-09-22,1.2770,1.2824,1.2834,1.2696,NULL,-0.35%
2021-09-21,1.2815,1.2826,1.2849,1.2740,NULL,-0.08%
2021-09-20,1.2825,1.2765,1.2897,1.2759,NULL,0.46%
2021-09-17,1.2766,1.2680,1.2774,1.2636,NULL,0.67%
2021-09-16,1.2681,1.2637,1.2700,1.2614,NULL,0.38%
2021-09-15,1.2633,1.2694,1.2710,1.2622,NULL,-0.47%
2021-09-14,1.2693,1.2651,1.2700,1.2598,NULL,0.33%
2021-09-13,1.2651,1.2686,1.2696,1.2635,NULL,-0.30%
2021-09-10,1.2689,1.2664,1.2696,1.2580,NULL,0.21%
2021-09-09,1.2662,1.2690,1.2729,1.2620,NULL,-0.21%
2021-09-08,1.2689,1.2645,1.2763,1.2624,NULL,0.33%
2021-09-07,1.2647,1.2536,1.2657,1.2517,NULL,0.88%
2021-09-06,1.2537,1.2525,1.2560,1.2516,NULL,0.09%
2021-09-03,1.2526,1.2553,1.2563,1.2491,NULL,-0.20%
2021-09-02,1.2551,1.2620,1.2639,1.2546,NULL,-0.52%
2021-09-01,1.2616,1.2622,1.2639,1.2578,NULL,0.02%
2021-08-31,1.2614,1.2606,1.2655,1.2567,NULL,0.10%
2021-08-30,1.2601,1.2622,1.2636,1.2571,NULL,-0.20%
2021-08-27,1.2626,1.2688,1.2710,1.2603,NULL,-0.44%
2021-08-26,1.2682,1.2592,1.2697,1.2584,NULL,0.74%
2021-08-25,1.2589,1.2587,1.2645,1.2584,NULL,0.00%
2021-08-24,1.2589,1.2649,1.2662,1.2576,NULL,-0.44%
2021-08-23,1.2645,1.2821,1.2842,1.2640,NULL,-1.37%
2021-08-20,1.2821,1.2825,1.2950,1.2812,NULL,-0.04%
2021-08-19,1.2826,1.2656,1.2832,1.2646,NULL,1.35%
2021-08-18,1.2655,1.2630,1.2664,1.2595,NULL,0.20%
2021-08-17,1.2630,1.2573,1.2649,1.2565,NULL,0.46%
2021-08-16,1.2572,1.2519,1.2586,1.2510,NULL,0.47%
2021-08-13,1.2513,1.2527,1.2535,1.2499,NULL,-0.10%
2021-08-12,1.2525,1.2506,1.2534,1.2498,NULL,0.15%
2021-08-11,1.2506,1.2524,1.2550,1.2486,NULL,-0.10%
2021-08-10,1.2519,1.2574,1.2591,1.2516,NULL,-0.44%
2021-08-09,1.2574,1.2553,1.2588,1.2529,NULL,0.18%
2021-08-06,1.2552,1.2509,1.2582,1.2491,NULL,0.36%
2021-08-05,1.2507,1.2536,1.2548,1.2472,NULL,-0.22%
2021-08-04,1.2534,1.2538,1.2563,1.2513,NULL,-0.02%
2021-08-03,1.2536,1.2512,1.2577,1.2487,NULL,0.22%
2021-08-02,1.2509,1.2479,1.2517,1.2450,NULL,0.31%
2021-07-30,1.2470,1.2447,1.2492,1.2420,NULL,0.21%
2021-07-29,1.2444,1.2530,1.2540,1.2430,NULL,-0.66%
2021-07-28,1.2527,1.2602,1.2605,1.2513,NULL,-0.58%
2021-07-27,1.2600,1.2550,1.2605,1.2536,NULL,0.48%
2021-07-26,1.2540,1.2563,1.2592,1.2525,NULL,-0.17%
2021-07-23,1.2561,1.2567,1.2609,1.2553,NULL,-0.02%
2021-07-22,1.2564,1.2560,1.2596,1.2527,NULL,0.10%
2021-07-21,1.2552,1.2681,1.2732,1.2523,NULL,-0.99%
2021-07-20,1.2677,1.2750,1.2788,1.2671,NULL,-0.56%
2021-07-19,1.2748,1.2610,1.2809,1.2605,NULL,1.09%
2021-07-16,1.2611,1.2593,1.2622,1.2559,NULL,0.15%
2021-07-15,1.2592,1.2508,1.2615,1.2499,NULL,0.69%
2021-07-14,1.2506,1.2511,1.2527,1.2429,NULL,-0.03%
2021-07-13,1.2510,1.2454,1.2540,1.2440,NULL,0.47%
2021-07-12,1.2451,1.2442,1.2515,1.2442,NULL,0.04%
2021-07-09,1.2446,1.2532,1.2558,1.2441,NULL,-0.69%
2021-07-08,1.2532,1.2478,1.2592,1.2473,NULL,0.44%
2021-07-07,1.2477,1.2463,1.2521,1.2420,NULL,0.12%
2021-07-06,1.2462,1.2342,1.2496,1.2300,NULL,1.01%
2021-07-05,1.2338,1.2321,1.2373,1.2309,NULL,0.15%
2021-07-02,1.2319,1.2439,1.2451,1.2306,NULL,-0.94%
2021-07-01,1.2436,1.2399,1.2447,1.2362,NULL,0.34%
2021-06-30,1.2394,1.2402,1.2425,1.2353,NULL,-0.06%
2021-06-29,1.2401,1.2337,1.2403,1.2329,NULL,0.54%
2021-06-28,1.2335,1.2295,1.2349,1.2285,NULL,0.33%
2021-06-25,1.2294,1.2326,1.2330,1.2269,NULL,-0.23%
2021-06-24,1.2322,1.2310,1.2342,1.2280,NULL,0.14%
2021-06-23,1.2305,1.2308,1.2330,1.2250,NULL,0.00%
2021-06-22,1.2305,1.2363,1.2403,1.2300,NULL,-0.44%
2021-06-21,1.2359,1.2465,1.2487,1.2351,NULL,-0.83%
2021-06-18,1.2462,1.2360,1.2481,1.2336,NULL,0.82%
2021-06-17,1.2361,1.2277,1.2379,1.2260,NULL,0.69%
2021-06-16,1.2276,1.2183,1.2285,1.2154,NULL,0.79%
2021-06-15,1.2180,1.2144,1.2205,1.2127,NULL,0.32%
2021-06-14,1.2141,1.2150,1.2172,1.2126,NULL,-0.12%
2021-06-11,1.2155,1.2093,1.2178,1.2078,NULL,0.50%
2021-06-10,1.2094,1.2112,1.2126,1.2068,NULL,-0.12%
2021-06-09,1.2109,1.2111,1.2119,1.2056,NULL,-0.01%
2021-06-08,1.2110,1.2081,1.2119,1.2068,NULL,0.26%
2021-06-07,1.2079,1.2075,1.2108,1.2054,NULL,0.00%
2021-06-04,1.2079,1.2107,1.2135,1.2068,NULL,-0.19%
2021-06-03,1.2102,1.2034,1.2121,1.2028,NULL,0.58%
2021-06-02,1.2032,1.2071,1.2093,1.2027,NULL,-0.31%
2021-06-01,1.2070,1.2064,1.2079,1.2004,NULL,0.07%
2021-05-31,1.2062,1.2070,1.2093,1.2044,NULL,-0.05%
2021-05-28,1.2068,1.2063,1.2121,1.2061,NULL,0.03%
2021-05-27,1.2064,1.2120,1.2142,1.2054,NULL,-0.44%
2021-05-26,1.2117,1.2070,1.2129,1.2041,NULL,0.46%
2021-05-25,1.2062,1.2045,1.2079,1.2027,NULL,0.19%
2021-05-24,1.2039,1.2061,1.2087,1.2038,NULL,-0.22%
2021-05-21,1.2066,1.2061,1.2096,1.2025,NULL,0.07%
2021-05-20,1.2058,1.2127,1.2146,1.2047,NULL,-0.60%
2021-05-19,1.2131,1.2066,1.2144,1.2052,NULL,0.56%
2021-05-18,1.2064,1.2068,1.2082,1.2011,NULL,-0.02%
2021-05-17,1.2066,1.2098,1.2138,1.2058,NULL,-0.30%
2021-05-14,1.2102,1.2159,1.2180,1.2078,NULL,-0.48%
2021-05-13,1.2160,1.2133,1.2204,1.2102,NULL,0.24%
2021-05-12,1.2131,1.2102,1.2138,1.2044,NULL,0.26%
2021-05-11,1.2099,1.2097,1.2127,1.2077,NULL,0.02%
2021-05-10,1.2097,1.2157,1.2157,1.2076,NULL,-0.27%
2021-05-07,1.2130,1.2148,1.2194,1.2123,NULL,-0.15%
2021-05-06,1.2148,1.2268,1.2290,1.2143,NULL,-0.95%
2021-05-05,1.2264,1.2307,1.2316,1.2250,NULL,-0.37%
2021-05-04,1.2309,1.2277,1.2352,1.2272,NULL,0.27%
2021-05-03,1.2276,1.2289,1.2319,1.2264,NULL,-0.11%
2021-04-30,1.2289,1.2282,1.2323,1.2264,NULL,0.08%
2021-04-29,1.2279,1.2316,1.2326,1.2273,NULL,-0.27%
2021-04-28,1.2312,1.2399,1.2419,1.2308,NULL,-0.65%
2021-04-27,1.2393,1.2398,1.2420,1.2386,NULL,-0.02%
2021-04-26,1.2395,1.2482,1.2492,1.2381,NULL,-0.64%
2021-04-23,1.2475,1.2508,1.2511,1.2459,NULL,-0.23%
2021-04-22,1.2504,1.2497,1.2536,1.2470,NULL,0.06%
2021-04-21,1.2496,1.2609,1.2654,1.2457,NULL,-0.88%
2021-04-20,1.2607,1.2533,1.2624,1.2476,NULL,0.60%
2021-04-19,1.2532,1.2494,1.2546,1.2469,NULL,0.22%
2021-04-16,1.2504,1.2542,1.2561,1.2492,NULL,-0.30%
2021-04-15,1.2541,1.2521,1.2560,1.2474,NULL,0.17%
2021-04-14,1.2520,1.2536,1.2577,1.2498,NULL,-0.09%
2021-04-13,1.2531,1.2562,1.2630,1.2525,NULL,-0.24%
2021-04-12,1.2561,1.2534,1.2575,1.2525,NULL,0.27%
2021-04-09,1.2527,1.2563,1.2613,1.2523,NULL,-0.28%
2021-04-08,1.2562,1.2607,1.2628,1.2556,NULL,-0.36%
2021-04-07,1.2607,1.2566,1.2636,1.2562,NULL,0.35%
2021-04-06,1.2563,1.2524,1.2584,1.2514,NULL,0.34%
2021-04-05,1.2521,1.2576,1.2596,1.2499,NULL,-0.41%
2021-04-02,1.2573,1.2547,1.2582,1.2525,NULL,0.22%
2021-04-01,1.2545,1.2562,1.2603,1.2541,NULL,-0.10%
2021-03-31,1.2558,1.2633,1.2637,1.2537,NULL,-0.60%
2021-03-30,1.2634,1.2591,1.2647,1.2578,NULL,0.37%
2021-03-29,1.2588,1.2574,1.2628,1.2569,NULL,0.10%
2021-03-26,1.2576,1.2611,1.2614,1.2558,NULL,-0.27%
2021-03-25,1.2610,1.2577,1.2631,1.2544,NULL,0.28%
2021-03-24,1.2575,1.2585,1.2610,1.2540,NULL,-0.08%
2021-03-23,1.2585,1.2519,1.2596,1.2514,NULL,0.52%
2021-03-22,1.2520,1.2502,1.2542,1.2471,NULL,0.18%
2021-03-19,1.2497,1.2488,1.2548,1.2459,NULL,0.10%
2021-03-18,1.2484,1.2405,1.2528,1.2363,NULL,0.68%
2021-03-17,1.2400,1.2448,1.2495,1.2399,NULL,-0.35%
2021-03-16,1.2443,1.2471,1.2502,1.2433,NULL,-0.20%
2021-03-15,1.2468,1.2471,1.2514,1.2441,NULL,-0.02%
2021-03-12,1.2471,1.2532,1.2575,1.2459,NULL,-0.44%
2021-03-11,1.2526,1.2617,1.2626,1.2518,NULL,-0.72%
2021-03-10,1.2617,1.2637,1.2685,1.2607,NULL,-0.13%
2021-03-09,1.2634,1.2663,1.2687,1.2588,NULL,-0.21%
2021-03-08,1.2660,1.2662,1.2701,1.2620,NULL,0.04%
2021-03-05,1.2655,1.2665,1.2739,1.2643,NULL,-0.08%
2021-03-04,1.2665,1.2656,1.2695,1.2573,NULL,0.09%
2021-03-03,1.2653,1.2633,1.2659,1.2590,NULL,0.17%
2021-03-02,1.2631,1.2647,1.2700,1.2598,NULL,-0.11%
2021-03-01,1.2645,1.2723,1.2740,1.2638,NULL,-0.74%
2021-02-26,1.2739,1.2603,1.2751,1.2585,NULL,1.11%
2021-02-25,1.2599,1.2512,1.2616,1.2466,NULL,0.70%
2021-02-24,1.2511,1.2586,1.2599,1.2503,NULL,-0.60%
2021-02-23,1.2587,1.2611,1.2648,1.2577,NULL,-0.18%
2021-02-22,1.2610,1.2623,1.2655,1.2578,NULL,0.00%
2021-02-19,1.2610,1.2679,1.2715,1.2592,NULL,-0.53%
2021-02-18,1.2677,1.2704,1.2732,1.2663,NULL,-0.17%
2021-02-17,1.2699,1.2689,1.2746,1.2683,NULL,0.10%
2021-02-16,1.2686,1.2645,1.2704,1.2608,NULL,0.38%
2021-02-15,1.2638,1.2694,1.2694,1.2628,NULL,-0.44%
2021-02-12,1.2694,1.2702,1.2764,1.2674,NULL,-0.06%
2021-02-11,1.2702,1.2699,1.2713,1.2658,NULL,0.02%
2021-02-10,1.2699,1.2690,1.2714,1.2665,NULL,0.05%
2021-02-09,1.2693,1.2739,1.2767,1.2690,NULL,-0.35%
2021-02-08,1.2738,1.2767,1.2784,1.2733,NULL,-0.10%
2021-02-05,1.2751,1.2828,1.2834,1.2749,NULL,-0.58%
2021-02-04,1.2825,1.2785,1.2846,1.2775,NULL,0.34%
2021-02-03,1.2781,1.2781,1.2813,1.2761,NULL,0.01%
2021-02-02,1.2780,1.2851,1.2871,1.2778,NULL,-0.54%
2021-02-01,1.2849,1.2777,1.2866,1.2759,NULL,0.56%
2021-01-29,1.2777,1.2830,1.2876,1.2736,NULL,-0.40%
2021-01-28,1.2828,1.2798,1.2883,1.2785,NULL,0.23%
2021-01-27,1.2798,1.2694,1.2824,1.2683,NULL,0.86%
2021-01-26,1.2689,1.2738,1.2784,1.2688,NULL,-0.38%
2021-01-25,1.2738,1.2719,1.2780,1.2685,NULL,0.02%
2021-01-22,1.2735,1.2637,1.2742,1.2631,NULL,0.81%
2021-01-21,1.2633,1.2637,1.2649,1.2588,NULL,0.03%
2021-01-20,1.2629,1.2737,1.2748,1.2604,NULL,-0.80%
2021-01-19,1.2731,1.2759,1.2765,1.2712,NULL,-0.18%
2021-01-18,1.2754,1.2734,1.2801,1.2724,NULL,0.17%
2021-01-15,1.2732,1.2634,1.2765,1.2634,NULL,0.77%
2021-01-14,1.2635,1.2699,1.2712,1.2623,NULL,-0.46%
2021-01-13,1.2694,1.2708,1.2748,1.2678,NULL,-0.11%
2021-01-12,1.2708,1.2782,1.2793,1.2706,NULL,-0.59%
2021-01-11,1.2783,1.2691,1.2837,1.2690,NULL,0.79%
2021-01-08,1.2683,1.2691,1.2744,1.2656,NULL,-0.03%
2021-01-07,1.2687,1.2677,1.2735,1.2661,NULL,0.10%
2021-01-06,1.2674,1.2666,1.2724,1.2628,NULL,0.03%
2021-01-05,1.2670,1.2777,1.2793,1.2654,NULL,-0.84%
2021-01-04,1.2777,1.2725,1.2799,1.2663,NULL,0.39%
2021-01-01,1.2727,1.2734,1.2739,1.2723,NULL,-0.02%
